utcDate,homeTeam,awayTeam,score
2025-12-06T00:00:00Z,RBL,SGE,
2025-12-06T00:00:00Z,VFB,FCB,
2025-12-06T00:00:00Z,WOB,UNB,
2025-12-06T00:00:00Z,HEI,SCF,
2025-12-06T00:00:00Z,KOE,STP,
2025-12-06T00:00:00Z,HSV,SVW,
2025-12-06T00:00:00Z,FCA,B04,
2025-12-13T00:00:00Z,FCB,M05,
2025-12-13T00:00:00Z,B04,KOE,
2025-12-13T00:00:00Z,SGE,FCA,
2025-12-13T00:00:00Z,SCF,BVB,
2025-12-13T00:00:00Z,SVW,VFB,
2025-12-13T00:00:00Z,BMG,WOB,
2025-12-13T00:00:00Z,UNB,RBL,
2025-12-13T00:00:00Z,STP,HEI,
2025-12-13T00:00:00Z,TSG,HSV,
2025-12-20T00:00:00Z,BVB,BMG,
2025-12-20T00:00:00Z,M05,STP,
2025-12-20T00:00:00Z,RBL,B04,
2025-12-20T00:00:00Z,VFB,TSG,
2025-12-20T00:00:00Z,WOB,SCF,
2025-12-20T00:00:00Z,FCA,SVW,
2025-12-20T00:00:00Z,HEI,FCB,
2025-12-20T00:00:00Z,KOE,UNB,
2025-12-20T00:00:00Z,HSV,SGE,
2026-01-10T00:00:00Z,FCB,WOB,
2026-01-10T00:00:00Z,B04,VFB,
2026-01-10T00:00:00Z,SGE,BVB,
2026-01-10T00:00:00Z,SCF,HSV,
2026-01-10T00:00:00Z,SVW,TSG,
2026-01-10T00:00:00Z,BMG,FCA,
2026-01-10T00:00:00Z,UNB,M05,
2026-01-10T00:00:00Z,STP,RBL,
2026-01-10T00:00:00Z,HEI,KOE,
2026-01-13T00:00:00Z,BVB,SVW,
2026-01-13T00:00:00Z,M05,HEI,
2026-01-13T00:00:00Z,RBL,SCF,
2026-01-13T00:00:00Z,VFB,SGE,
2026-01-13T00:00:00Z,WOB,STP,
2026-01-13T00:00:00Z,FCA,UNB,
2026-01-13T00:00:00Z,TSG,BMG,
2026-01-13T00:00:00Z,KOE,FCB,
2026-01-13T00:00:00Z,HSV,B04,
2026-01-17T00:00:00Z,RBL,FCB,
2026-01-17T00:00:00Z,SVW,SGE,
2026-01-17T00:00:00Z,TSG,B04,
2026-01-17T00:00:00Z,FCA,SCF,
2026-01-17T00:00:00Z,KOE,M05,
2026-01-17T00:00:00Z,HSV,BMG,
2026-01-17T00:00:00Z,VFB,UNB,
2026-01-17T00:00:00Z,BVB,STP,
2026-01-17T00:00:00Z,WOB,HEI,
2026-01-24T00:00:00Z,UNB,BVB,
2026-01-24T00:00:00Z,HEI,RBL,
2026-01-24T00:00:00Z,B04,SVW,
2026-01-24T00:00:00Z,BMG,VFB,
2026-01-24T00:00:00Z,M05,WOB,
2026-01-24T00:00:00Z,FCB,FCA,
2026-01-24T00:00:00Z,SGE,TSG,
2026-01-24T00:00:00Z,SCF,KOE,
2026-01-24T00:00:00Z,STP,HSV,
2026-01-31T00:00:00Z,HSV,FCB,
2026-01-31T00:00:00Z,SGE,B04,
2026-01-31T00:00:00Z,VFB,SCF,
2026-01-31T00:00:00Z,RBL,M05,
2026-01-31T00:00:00Z,SVW,BMG,
2026-01-31T00:00:00Z,KOE,WOB,
2026-01-31T00:00:00Z,TSG,UNB,
2026-01-31T00:00:00Z,FCA,STP,
2026-01-31T00:00:00Z,BVB,HEI,
2026-02-07T00:00:00Z,BMG,B04,
