month,country_or_territory,currency,code,rate
2024-01,Cuba,Peso,CUP,30.3269
2024-01,Czech Republic,Koruna,CZK,28.3698
2024-01,Denmark,Krone,DKK,8.6247
2024-01,Djibouti,Franc,DJF,224.9965
2024-01,Dominica,E Caribbean Dollar,XCD,3.4182
2024-01,Dominican Republic,Peso,DOP,72.3413
2024-01,Dubai,Dirham,AED,4.6461
2024-01,Egypt,Pound,EGP,39.1371
2024-01,El Salvador,Colon,SVC,11.0698
2024-01,Equatorial Guinea,CFA Franc,XAF,758.7380
2024-01,Eritrea,Nakfa,ERN,18.9767
2024-01,Ethiopia,Birr,ETB,71.0320
2024-01,Eurozone,Euro,EUR,1.1567
2024-01,Fiji Islands,Dollar,FJD,2.7875
2024-01,Fr. Polynesia,CFP Franc,XPF,138.0297
2024-01,Gabon,CFA Franc,XAF,758.7380
2024-01,Gambia,Dalasi,GMD,85.2504
2024-01,Georgia,Lari,GEL,3.3968
2024-01,Ghana,Cedi,GHS,15.2128
2024-01,Grenada,E Caribbean Dollar,XCD,3.4182
2024-01,Guatemala,Quetzal,GTQ,9.8812
2024-01,Guinea Bissau,CFA Franc,XOF,758.7380
2024-01,Guinea Republic,Franc,GNF,10831.1426
2024-01,Guyana,Dollar,GYD,263.9994
2024-01,Haiti,Gourde,HTG,166.9302
2024-01,Honduras,Lempira,HNL,31.1023
2024-01,Hong Kong,Dollar,HKD,9.8750
2024-01,Hungary,Forint,HUF,445.7467
2024-01,Iceland,Krona,ISK,173.8585
2024-01,India,Rupee,INR,105.2457
2024-01,Indonesia,Rupiah,IDR,19646.2957
2024-01,Iraq,Dinar,IQD,1651.5776
2024-01,Israel,Shekel,ILS,4.6094
2024-01,Jamaica,Dollar,JMD,196.4933
2024-01,Japan,Yen,JPY,181.3967
2024-01,Jordan,Dinar,JOD,0.8970
2024-01,Kazakhstan,Tenge,KZT,576.6477
2024-01,Kenya,Schilling,KES,195.0809
2024-01,Kuwait,Dinar,KWD,0.3893
2024-01,Kyrgyz Republic,Som,KGS,112.4214
2024-01,Lao People's Dem Rep,Kip,LAK,26036.2164
2024-01,Lebanon,Pound,LBP,18988.2780
2024-01,Lesotho,Loti,LSL,23.1765
2024-01,Liberia,Dollar,LRD,239.9072
2024-01,Libya,Dinar,LYD,6.0568
2024-01,Macao,Pataca,MOP,10.1713
2024-01,Macedonia,Denar,MKD,71.2353
2024-01,Madagascar,Malagasy Ariary,MGA,5773.3331
2024-01,Malawi,Kwacha,MWK,2123.7614
2024-01,Malaysia,Ringgit,MYR,5.8930
2024-01,Maldive Islands,Rufiyaa,MVR,19.4295
2024-01,Mali Republic,CFA Franc,XOF,758.7380
2024-01,Mauritania,Ouguiya,MRU,50.3089
2024-01,Mauritius,Rupee,MUR,55.5546
2024-01,Mexico,Mexican Peso,MXN,21.6076
2024-01,Moldova,Leu,MDL,22.5635
2024-01,Mongolia,Tugrik,MNT,4352.4787
2024-01,Montserrat,E Caribbean Dollar,XCD,3.4182
2024-01,Morocco,Dirham,MAD,12.6982
2024-01,Mozambique,Metical,MZN,80.8111
2024-01,Myanmar,Kyat,MMK,2653.0300
2024-01,Nepal,Rupee,NPR,168.4720
2024-01,New Caledonia,CFP Franc,XPF,138.0297
2024-01,New Zealand,Dollar,NZD,2.0115
2024-01,Nicaragua,Gold Cordoba,NIO,46.4830
2024-01,Niger Republic,CFA Franc,XOF,758.7380
2024-01,Nigeria,Naira,NGN,1043.6390
2024-01,Norway,Norwegian Krone,NOK,13.0325
2024-01,Oman,Rial,OMR,0.4870
2024-01,Pakistan,Rupee,PKR,357.3958
2024-01,Panama,Balboa,PAB,1.2651
2024-01,Papua New Guinea,Kina,PGK,4.7135
2024-01,Paraguay,Guarani,PYG,9253.1915
2024-01,Peru,New Sol,PEN,4.7147
2024-01,Philippines,Peso,PHP,70.5297
2024-01,Poland,Zloty,PLN,5.0170
2024-01,Qatar,Riyal,QAR,4.6050
2024-01,Romania,New Leu,RON,5.7493
2024-01,Russia,Rouble,RUB,114.7414
2024-01,Rwanda,Franc,RWF,1592.8420
2024-01,Saudi Arabia,Riyal,SAR,4.7442
2024-01,Senegal,CFA Franc,XOF,758.7380
2024-01,Serbia,Dinar,RSD,135.5414
2024-01,Seychelles,Rupee,SCR,16.7932
2024-01,Sierra Leone,Leone,SLE,28.7371
2024-01,Singapore,Dollar,SGD,1.6831
2024-01,Soloman Islands,Dollar,SBD,10.7210
2024-01,Somali Republic,Schilling,SOS,720.3767
2024-01,South Africa,Rand,ZAR,23.1765
2024-01,South Korea,Won,KRW,1646.5584
2024-01,Sri Lanka,Rupee,LKR,413.4192
2024-01,St Christopher & Anguilla,E Caribbean Dollar,XCD,3.4182
2024-01,St Lucia,E Caribbean Dollar,XCD,3.4182
2024-01,St Vincent,E Caribbean Dollar,XCD,3.4182
2024-01,Sudan Republic,Pound,SDG,760.2841
2024-01,Surinam,Dollar,SRD,46.9918
2024-01,Swaziland,Lilangeni,SZL,23.1765
2024-01,Sweden,Krona,SEK,12.8667
2024-01,Switzerland,Franc,CHF,1.0928
2024-01,Taiwan,Dollar,TWD,39.6042
2024-01,Tanzania,Schilling,TZS,3187.4422
2024-01,Thailand,Baht,THB,44.2203
2024-01,Togo Republic,CFA Franc,XOF,758.7380
2024-01,Tonga Islands,Pa'anga (AUS),TOP,2.9655
2024-01,Trinidad/Tobago,Dollar,TTD,8.5800
2024-01,Tunisia,Dinar,TND,3.9167
2024-01,Turkey,Turkish  Lira,TRY,36.8560
2024-01,Turkmenistan,New Manat,TMT,4.4198
2024-01,UAE,Dirham,AED,4.6461
2024-01,USA,Dollar,USD,1.2651
2024-01,Uganda,Schilling,UGX,4755.4345
2024-01,Ukraine,Hryvnia,UAH,47.5971
2024-01,Uruguay,Peso,UYU,49.7034
2024-01,Uzbekistan,Sum,UZS,15619.6899
2024-01,Vanuatu,Vatu,VUV,150.2891
2024-01,Venezuela,Bolivar Fuerte,VEF,4508720.9853
2024-01,Vietnam,Dong,VND,30833.4295
2024-01,Wallis & Futuna Islands,CFP Franc,XPF,138.0297
2024-01,Western Samoa,Tala,WST,3.4292
2024-01,Yemen (Rep of),Rial,YER,316.5797
2024-01,Zambia,Kwacha,ZMW,32.0129
2024-01,Zimbabwe,Dollar,ZWL,7482.0051
2024-02,Abu Dhabi,Dirham,AED,4.6606
2024-02,Albania,Lek,ALL,121.0572
2024-02,Algeria,Dinar,DZD,171.1492
2024-02,Angola,Readj Kwanza,AOA,1074.2641
2024-02,Antigua,E Caribbean Dollar,XCD,3.4298
2024-02,Argentina,Peso,ARS,1038.2380
2024-02,Armenia,Dram,AMD,511.6606
2024-02,Aruba,Florin,AWG,2.2716
2024-02,Australia,Dollar,AUD,1.9355
2024-02,Azerbaijan,New Manat,AZN,2.1596
2024-02,Bahamas,Dollar,BSD,1.2690
2024-02,Bahrain,Dinar,BHD,0.4772
2024-02,Bangladesh,Taka,BDT,139.3613
2024-02,Barbados,Dollar,BBD,2.5381
2024-02,Belarus,Rouble,BYN,4.1812
2024-02,Belize,Dollar,BZD,2.5585
2024-02,Benin,CFA Franc,XOF,765.1604
2024-02,Bermuda,Dollar (US),BMD,1.2690
2024-02,Bhutan,Ngultrum,BTN,105.5103
2024-02,Bolivia,Boliviano,BOB,8.7690
2024-02,Bosnia- Herzegovinia,Marka,BAM,2.2814
2024-02,Botswana,Pula,BWP,17.3492
2024-02,Brazil,Real,BRL,6.2577
2024-02,Brunei,Dollar,BND,1.7054
2024-02,Bulgaria,Lev,BGN,2.2814
2024-02,Burkina Faso,CFA Franc,XOF,765.1604
2024-02,Burundi,Franc,BIF,3618.1951
2024-02,Cambodia,Riel,KHR,5182.0208
2024-02,Cameroon Republic,CFA Franc,XAF,765.1604
2024-02,Canada,Dollar,CAD,1.7165
2024-02,Cape Verde Islands,Escudo,CVE,128.6277
2024-02,Cayman Islands,Dollar,KYD,1.0434
2024-02,Central African Republic,CFA Franc,XAF,765.1604
2024-02,Chad,CFA Franc,XAF,765.1604
2024-02,Chile,Peso,CLP,1179.6738
2024-02,China,Yuan,CNY,9.0912
2024-02,Colombia,Peso,COP,5010.8119
2024-02,Comoros,Franc,KMF,573.8703
2024-02,Congo (Brazaville),CFA Franc,XAF,765.1604
2024-02,Congo (DemRep),Congo Fr,CDF,3442.5407
2024-02,Costa Rica,Colon,CRC,658.9979
2024-02,Cote d'Ivoire,CFA Franc,XOF,765.1604
2024-02,Cuba,Peso,CUP,30.4712
2024-02,Czech Republic,Koruna,CZK,28.8786
2024-02,Denmark,Krone,DKK,8.7000
2024-02,Djibouti,Franc,DJF,226.1123
2024-02,Dominica,E Caribbean Dollar,XCD,3.4298
2024-02,Dominican Republic,Peso,DOP,74.5176
2024-02,Dubai,Dirham,AED,4.6606
2024-02,Egypt,Pound,EGP,39.2122
2024-02,El Salvador,Colon,SVC,11.1042
2024-02,Equatorial Guinea,CFA Franc,XAF,765.1604
2024-02,Eritrea,Nakfa,ERN,19.0357
2024-02,Ethiopia,Birr,ETB,71.8670
2024-02,Eurozone,Euro,EUR,1.1665
2024-02,Fiji Islands,Dollar,FJD,2.8417
2024-02,Fr. Polynesia,CFP Franc,XPF,139.1980
2024-02,Gabon,CFA Franc,XAF,765.1604
2024-02,Gambia,Dalasi,GMD,85.3789
2024-02,Georgia,Lari,GEL,3.3698
2024-02,Ghana,Cedi,GHS,15.2293
2024-02,Grenada,E Caribbean Dollar,XCD,3.4298
2024-02,Guatemala,Quetzal,GTQ,9.9216
2024-02,Guinea Bissau,CFA Franc,XOF,765.1604
2024-02,Guinea Republic,Franc,GNF,10908.1085
2024-02,Guyana,Dollar,GYD,265.2618
2024-02,Haiti,Gourde,HTG,167.1845
2024-02,Honduras,Lempira,HNL,31.3279
2024-02,Hong Kong,Dollar,HKD,9.9293
2024-02,Hungary,Forint,HUF,443.8268
2024-02,Iceland,Krona,ISK,174.3880
2024-02,India,Rupee,INR,105.5103
2024-02,Indonesia,Rupiah,IDR,19837.8591
2024-02,Iraq,Dinar,IQD,1663.6224
2024-02,Israel,Shekel,ILS,4.8019
2024-02,Jamaica,Dollar,JMD,197.3138
2024-02,Japan,Yen,JPY,187.4115
2024-02,Jordan,Dinar,JOD,0.8998
2024-02,Kazakhstan,Tenge,KZT,575.0172
2024-02,Kenya,Schilling,KES,204.3094
2024-02,Kuwait,Dinar,KWD,0.3907
2024-02,Kyrgyz Republic,Som,KGS,113.3119
2024-02,Lao People's Dem Rep,Kip,LAK,26341.6317
2024-02,Lebanon,Pound,LBP,19068.1782
2024-02,Lesotho,Loti,LSL,24.1634
2024-02,Liberia,Dollar,LRD,241.6271
2024-02,Libya,Dinar,LYD,6.1136
2024-02,Macao,Pataca,MOP,10.2272
2024-02,Macedonia,Denar,MKD,71.7989
2024-02,Madagascar,Malagasy Ariary,MGA,5789.4211
2024-02,Malawi,Kwacha,MWK,2139.7146
2024-02,Malaysia,Ringgit,MYR,5.9865
2024-02,Maldive Islands,Rufiyaa,MVR,19.5648
2024-02,Mali Republic,CFA Franc,XOF,765.1604
2024-02,Mauritania,Ouguiya,MRU,50.2058
2024-02,Mauritius,Rupee,MUR,56.0123
2024-02,Mexico,Mexican Peso,MXN,21.9790
2024-02,Moldova,Leu,MDL,22.4253
2024-02,Mongolia,Tugrik,MNT,4336.6041
2024-02,Montserrat,E Caribbean Dollar,XCD,3.4298
2024-02,Morocco,Dirham,MAD,12.6649
2024-02,Mozambique,Metical,MZN,81.0598
2024-02,Myanmar,Kyat,MMK,2667.5155
2024-02,Nepal,Rupee,NPR,168.8955
2024-02,New Caledonia,CFP Franc,XPF,139.1980
2024-02,New Zealand,Dollar,NZD,2.0735
2024-02,Nicaragua,Gold Cordoba,NIO,46.5153
2024-02,Niger Republic,CFA Franc,XOF,765.1604
2024-02,Nigeria,Naira,NGN,1136.3405
2024-02,Norway,Norwegian Krone,NOK,13.3097
2024-02,Oman,Rial,OMR,0.4886
2024-02,Pakistan,Rupee,PKR,355.3106
2024-02,Panama,Balboa,PAB,1.2690
2024-02,Papua New Guinea,Kina,PGK,4.7403
2024-02,Paraguay,Guarani,PYG,9234.1898
2024-02,Peru,New Sol,PEN,4.7262
2024-02,Philippines,Peso,PHP,70.9449
2024-02,Poland,Zloty,PLN,5.1280
2024-02,Qatar,Riyal,QAR,4.6193
2024-02,Romania,New Leu,RON,5.8038
2024-02,Russia,Rouble,RUB,113.0815
2024-02,Rwanda,Franc,RWF,1609.2424
2024-02,Saudi Arabia,Riyal,SAR,4.7589
2024-02,Senegal,CFA Franc,XOF,765.1604
2024-02,Serbia,Dinar,RSD,136.7554
2024-02,Seychelles,Rupee,SCR,16.9791
2024-02,Sierra Leone,Leone,SLE,28.8659
2024-02,Singapore,Dollar,SGD,1.7054
2024-02,Soloman Islands,Dollar,SBD,10.5426
2024-02,Somali Republic,Schilling,SOS,725.6646
2024-02,South Africa,Rand,ZAR,24.1634
2024-02,South Korea,Won,KRW,1708.1435
2024-02,Sri Lanka,Rupee,LKR,407.2211
2024-02,St Christopher & Anguilla,E Caribbean Dollar,XCD,3.4298
2024-02,St Lucia,E Caribbean Dollar,XCD,3.4298
2024-02,St Vincent,E Caribbean Dollar,XCD,3.4298
2024-02,Sudan Republic,Pound,SDG,762.6293
2024-02,Surinam,Dollar,SRD,46.5271
2024-02,Swaziland,Lilangeni,SZL,24.1634
2024-02,Sweden,Krona,SEK,13.2806
2024-02,Switzerland,Franc,CHF,1.0964
2024-02,Taiwan,Dollar,TWD,40.0701
2024-02,Tanzania,Schilling,TZS,3210.5213
2024-02,Thailand,Baht,THB,45.0648
2024-02,Togo Republic,CFA Franc,XOF,765.1604
2024-02,Tonga Islands,Pa'anga (AUS),TOP,2.9885
2024-02,Trinidad/Tobago,Dollar,TTD,8.6103
2024-02,Tunisia,Dinar,TND,3.9477
2024-02,Turkey,Turkish  Lira,TRY,38.2383
2024-02,Turkmenistan,New Manat,TMT,4.4335
2024-02,UAE,Dirham,AED,4.6606
2024-02,USA,Dollar,USD,1.2690
2024-02,Uganda,Schilling,UGX,4844.1065
2024-02,Ukraine,Hryvnia,UAH,48.0592
2024-02,Uruguay,Peso,UYU,50.0695
2024-02,Uzbekistan,Sum,UZS,15705.6146
2024-02,Vanuatu,Vatu,VUV,152.1969
2024-02,Venezuela,Bolivar Fuerte,VEF,4568527.7549
2024-02,Vietnam,Dong,VND,31346.8929
2024-02,Wallis & Futuna Islands,CFP Franc,XPF,139.1980
2024-02,Western Samoa,Tala,WST,3.4653
2024-02,Yemen (Rep of),Rial,YER,317.6759
2024-02,Zambia,Kwacha,ZMW,33.3443
2024-02,Zimbabwe,Dollar,ZWL,10807.1684
2024-03,Abu Dhabi,Dirham,AED,4.6327
2024-03,Albania,Lek,ALL,121.1471
2024-03,Algeria,Dinar,DZD,169.7528
2024-03,Angola,Readj Kwanza,AOA,1054.5481
2024-03,Antigua,E Caribbean Dollar,XCD,3.4088
2024-03,Argentina,Peso,ARS,1056.2063
2024-03,Armenia,Dram,AMD,509.9746
2024-03,Aruba,Florin,AWG,2.2580
2024-03,Australia,Dollar,AUD,1.9252
2024-03,Azerbaijan,New Manat,AZN,2.1464
2024-03,Bahamas,Dollar,BSD,1.2614
2024-03,Bahrain,Dinar,BHD,0.4743
2024-03,Bangladesh,Taka,BDT,138.3268
2024-03,Barbados,Dollar,BBD,2.5229
2024-03,Belarus,Rouble,BYN,4.1259
2024-03,Belize,Dollar,BZD,2.5413
2024-03,Benin,CFA Franc,XOF,766.2805
2024-03,Bermuda,Dollar (US),BMD,1.2614
2024-03,Bhutan,Ngultrum,BTN,104.6369
2024-03,Bolivia,Boliviano,BOB,8.7123
2024-03,Bosnia- Herzegovinia,Marka,BAM,2.2848
2024-03,Botswana,Pula,BWP,17.2573
2024-03,Brazil,Real,BRL,6.2167
2024-03,Brunei,Dollar,BND,1.6959
2024-03,Bulgaria,Lev,BGN,2.2848
2024-03,Burkina Faso,CFA Franc,XOF,766.2805
2024-03,Burundi,Franc,BIF,3600.6163
2024-03,Cambodia,Riel,KHR,5137.2178
2024-03,Cameroon Republic,CFA Franc,XAF,766.2805
2024-03,Canada,Dollar,CAD,1.7064
2024-03,Cape Verde Islands,Escudo,CVE,128.8160
2024-03,Cayman Islands,Dollar,KYD,1.0369
2024-03,Central African Republic,CFA Franc,XAF,766.2805
2024-03,Chad,CFA Franc,XAF,766.2805
2024-03,Chile,Peso,CLP,1215.9271
2024-03,China,Yuan,CNY,9.0701
2024-03,Colombia,Peso,COP,4949.0201
2024-03,Comoros,Franc,KMF,574.7104
2024-03,Congo (Brazaville),CFA Franc,XAF,766.2805
2024-03,Congo (DemRep),Congo Fr,CDF,3494.2655
2024-03,Costa Rica,Colon,CRC,648.6513
2024-03,Cote d'Ivoire,CFA Franc,XOF,766.2805
2024-03,Cuba,Peso,CUP,30.2386
2024-03,Czech Republic,Koruna,CZK,29.6576
2024-03,Denmark,Krone,DKK,8.7079
2024-03,Djibouti,Franc,DJF,224.4970
2024-03,Dominica,E Caribbean Dollar,XCD,3.4088
2024-03,Dominican Republic,Peso,DOP,73.8621
2024-03,Dubai,Dirham,AED,4.6327
2024-03,Egypt,Pound,EGP,39.0307
2024-03,El Salvador,Colon,SVC,11.0377
2024-03,Equatorial Guinea,CFA Franc,XAF,766.2805
2024-03,Eritrea,Nakfa,ERN,18.9217
2024-03,Ethiopia,Birr,ETB,71.4589
2024-03,Eurozone,Euro,EUR,1.1682
2024-03,Fiji Islands,Dollar,FJD,2.8535
2024-03,Fr. Polynesia,CFP Franc,XPF,139.4018
2024-03,Gabon,CFA Franc,XAF,766.2805
2024-03,Gambia,Dalasi,GMD,85.4233
2024-03,Georgia,Lari,GEL,3.3424
2024-03,Ghana,Cedi,GHS,15.7833
2024-03,Grenada,E Caribbean Dollar,XCD,3.4088
2024-03,Guatemala,Quetzal,GTQ,9.8375
2024-03,Guinea Bissau,CFA Franc,XOF,766.2805
2024-03,Guinea Republic,Franc,GNF,10808.7720
2024-03,Guyana,Dollar,GYD,263.4359
2024-03,Haiti,Gourde,HTG,167.1876
2024-03,Honduras,Lempira,HNL,31.1011
2024-03,Hong Kong,Dollar,HKD,9.8667
2024-03,Hungary,Forint,HUF,453.1681
2024-03,Iceland,Krona,ISK,173.2519
2024-03,India,Rupee,INR,104.6369
2024-03,Indonesia,Rupiah,IDR,19726.1100
2024-03,Iraq,Dinar,IQD,1650.4353
2024-03,Israel,Shekel,ILS,4.6410
2024-03,Jamaica,Dollar,JMD,197.3766
2024-03,Japan,Yen,JPY,189.3119
2024-03,Jordan,Dinar,JOD,0.8944
2024-03,Kazakhstan,Tenge,KZT,568.3821
2024-03,Kenya,Schilling,KES,183.5712
2024-03,Kuwait,Dinar,KWD,0.3882
2024-03,Kyrgyz Republic,Som,KGS,112.8099
2024-03,Lao People's Dem Rep,Kip,LAK,26236.5767
2024-03,Lebanon,Pound,LBP,18921.2352
2024-03,Lesotho,Loti,LSL,23.8639
2024-03,Liberia,Dollar,LRD,241.2722
2024-03,Libya,Dinar,LYD,6.1007
2024-03,Macao,Pataca,MOP,10.1627
2024-03,Macedonia,Denar,MKD,71.9857
2024-03,Madagascar,Malagasy Ariary,MGA,5725.0752
2024-03,Malawi,Kwacha,MWK,2120.9393
2024-03,Malaysia,Ringgit,MYR,6.0475
2024-03,Maldive Islands,Rufiyaa,MVR,19.4400
2024-03,Mali Republic,CFA Franc,XOF,766.2805
2024-03,Mauritania,Ouguiya,MRU,50.0616
2024-03,Mauritius,Rupee,MUR,58.0333
2024-03,Mexico,Mexican Peso,MXN,21.5151
2024-03,Moldova,Leu,MDL,22.5596
2024-03,Mongolia,Tugrik,MNT,4293.1324
2024-03,Montserrat,E Caribbean Dollar,XCD,3.4088
2024-03,Morocco,Dirham,MAD,12.7248
2024-03,Mozambique,Metical,MZN,80.5497
2024-03,Myanmar,Kyat,MMK,2646.0834
2024-03,Nepal,Rupee,NPR,167.4975
2024-03,New Caledonia,CFP Franc,XPF,139.4018
2024-03,New Zealand,Dollar,NZD,2.0402
2024-03,Nicaragua,Gold Cordoba,NIO,46.3527
2024-03,Niger Republic,CFA Franc,XOF,766.2805
2024-03,Nigeria,Naira,NGN,2011.5792
2024-03,Norway,Norwegian Krone,NOK,13.2278
2024-03,Oman,Rial,OMR,0.4857
2024-03,Pakistan,Rupee,PKR,352.6072
2024-03,Panama,Balboa,PAB,1.2614
2024-03,Papua New Guinea,Kina,PGK,4.7509
2024-03,Paraguay,Guarani,PYG,9201.8160
2024-03,Peru,New Sol,PEN,4.7731
2024-03,Philippines,Peso,PHP,70.5776
2024-03,Poland,Zloty,PLN,5.0385
2024-03,Qatar,Riyal,QAR,4.5917
2024-03,Romania,New Leu,RON,5.8133
2024-03,Russia,Rouble,RUB,116.3131
2024-03,Rwanda,Franc,RWF,1605.8100
2024-03,Saudi Arabia,Riyal,SAR,4.7304
2024-03,Senegal,CFA Franc,XOF,766.2805
2024-03,Serbia,Dinar,RSD,136.9006
2024-03,Seychelles,Rupee,SCR,17.3801
2024-03,Sierra Leone,Leone,SLE,28.7501
2024-03,Singapore,Dollar,SGD,1.6959
2024-03,Soloman Islands,Dollar,SBD,10.4853
2024-03,Somali Republic,Schilling,SOS,720.6312
2024-03,South Africa,Rand,ZAR,23.8639
2024-03,South Korea,Won,KRW,1683.5372
2024-03,Sri Lanka,Rupee,LKR,392.7616
2024-03,St Christopher & Anguilla,E Caribbean Dollar,XCD,3.4088
2024-03,St Lucia,E Caribbean Dollar,XCD,3.4088
2024-03,St Vincent,E Caribbean Dollar,XCD,3.4088
2024-03,Sudan Republic,Pound,SDG,757.7077
2024-03,Surinam,Dollar,SRD,44.8169
2024-03,Swaziland,Lilangeni,SZL,23.8639
2024-03,Sweden,Krona,SEK,13.0950
2024-03,Switzerland,Franc,CHF,1.1104
2024-03,Taiwan,Dollar,TWD,39.7699
2024-03,Tanzania,Schilling,TZS,3202.3171
2024-03,Thailand,Baht,THB,45.2204
2024-03,Togo Republic,CFA Franc,XOF,766.2805
2024-03,Tonga Islands,Pa'anga (AUS),TOP,2.9693
2024-03,Trinidad/Tobago,Dollar,TTD,8.5533
2024-03,Tunisia,Dinar,TND,3.9410
2024-03,Turkey,Turkish  Lira,TRY,39.0863
2024-03,Turkmenistan,New Manat,TMT,4.4107
2024-03,UAE,Dirham,AED,4.6327
2024-03,USA,Dollar,USD,1.2614
2024-03,Uganda,Schilling,UGX,4904.8204
2024-03,Ukraine,Hryvnia,UAH,48.7065
2024-03,Uruguay,Peso,UYU,49.3034
2024-03,Uzbekistan,Sum,UZS,15728.3897
2024-03,Vanuatu,Vatu,VUV,151.4872
2024-03,Venezuela,Bolivar Fuerte,VEF,4570650.1346
2024-03,Vietnam,Dong,VND,30825.7980
2024-03,Wallis & Futuna Islands,CFP Franc,XPF,139.4018
2024-03,Western Samoa,Tala,WST,3.4571
2024-03,Yemen (Rep of),Rial,YER,315.7542
2024-03,Zambia,Kwacha,ZMW,28.7430
2024-03,Zimbabwe,Dollar,ZWL,16576.6675
2024-04,Abu Dhabi,Dirham,AED,4.6616
2024-04,Albania,Lek,ALL,120.4830
2024-04,Algeria,Dinar,DZD,170.8161
2024-04,Angola,Readj Kwanza,AOA,1075.3120
2024-04,Antigua,E Caribbean Dollar,XCD,3.4288
2024-04,Argentina,Peso,ARS,1082.9595
2024-04,Armenia,Dram,AMD,507.8302
2024-04,Aruba,Florin,AWG,2.2721
2024-04,Australia,Dollar,AUD,1.9472
2024-04,Azerbaijan,New Manat,AZN,2.1585
2024-04,Bahamas,Dollar,BSD,1.2693
2024-04,Bahrain,Dinar,BHD,0.4773
2024-04,Bangladesh,Taka,BDT,139.1966
2024-04,Barbados,Dollar,BBD,2.5386
2024-04,Belarus,Rouble,BYN,4.1463
2024-04,Belize,Dollar,BZD,2.5572
2024-04,Benin,CFA Franc,XOF,767.9320
2024-04,Bermuda,Dollar (US),BMD,1.2693
2024-04,Bhutan,Ngultrum,BTN,105.5819
2024-04,Bolivia,Boliviano,BOB,8.7785
2024-04,Bosnia- Herzegovinia,Marka,BAM,2.2897
2024-04,Botswana,Pula,BWP,17.3802
2024-04,Brazil,Real,BRL,6.3852
2024-04,Brunei,Dollar,BND,1.7065
2024-04,Bulgaria,Lev,BGN,2.2897
2024-04,Burkina Faso,CFA Franc,XOF,767.9320
2024-04,Burundi,Franc,BIF,3627.6074
2024-04,Cambodia,Riel,KHR,5141.4855
2024-04,Cameroon Republic,CFA Franc,XAF,767.9320
2024-04,Canada,Dollar,CAD,1.7255
2024-04,Cape Verde Islands,Escudo,CVE,129.0936
2024-04,Cayman Islands,Dollar,KYD,1.0422
2024-04,Central African Republic,CFA Franc,XAF,767.9320
2024-04,Chad,CFA Franc,XAF,767.9320
2024-04,Chile,Peso,CLP,1234.0651
2024-04,China,Yuan,CNY,9.1364
2024-04,Colombia,Peso,COP,4918.2981
2024-04,Comoros,Franc,KMF,575.9490
2024-04,Congo (Brazaville),CFA Franc,XAF,767.9320
2024-04,Congo (DemRep),Congo Fr,CDF,3518.9135
2024-04,Costa Rica,Colon,CRC,639.1840
2024-04,Cote d'Ivoire,CFA Franc,XOF,767.9320
2024-04,Cuba,Peso,CUP,30.4918
2024-04,Czech Republic,Koruna,CZK,29.6362
2024-04,Denmark,Krone,DKK,8.7304
2024-04,Djibouti,Franc,DJF,225.6014
2024-04,Dominica,E Caribbean Dollar,XCD,3.4288
2024-04,Dominican Republic,Peso,DOP,75.1500
2024-04,Dubai,Dirham,AED,4.6616
2024-04,Egypt,Pound,EGP,59.5927
2024-04,El Salvador,Colon,SVC,11.1065
2024-04,Equatorial Guinea,CFA Franc,XAF,767.9320
2024-04,Eritrea,Nakfa,ERN,19.0397
2024-04,Ethiopia,Birr,ETB,72.0808
2024-04,Eurozone,Euro,EUR,1.1707
2024-04,Fiji Islands,Dollar,FJD,2.8833
2024-04,Fr. Polynesia,CFP Franc,XPF,139.7022
2024-04,Gabon,CFA Franc,XAF,767.9320
2024-04,Gambia,Dalasi,GMD,86.2725
2024-04,Georgia,Lari,GEL,3.4401
2024-04,Ghana,Cedi,GHS,16.5191
2024-04,Grenada,E Caribbean Dollar,XCD,3.4288
2024-04,Guatemala,Quetzal,GTQ,9.9005
2024-04,Guinea Bissau,CFA Franc,XOF,767.9320
2024-04,Guinea Republic,Franc,GNF,10928.0235
2024-04,Guyana,Dollar,GYD,265.4646
2024-04,Haiti,Gourde,HTG,169.0723
2024-04,Honduras,Lempira,HNL,31.3640
2024-04,Hong Kong,Dollar,HKD,9.9306
2024-04,Hungary,Forint,HUF,463.0201
2024-04,Iceland,Krona,ISK,173.8485
2024-04,India,Rupee,INR,105.5819
2024-04,Indonesia,Rupiah,IDR,19975.8631
2024-04,Iraq,Dinar,IQD,1660.5116
2024-04,Israel,Shekel,ILS,4.6684
2024-04,Jamaica,Dollar,JMD,195.4596
2024-04,Japan,Yen,JPY,192.5866
2024-04,Jordan,Dinar,JOD,0.8999
2024-04,Kazakhstan,Tenge,KZT,571.4870
2024-04,Kenya,Schilling,KES,168.2019
2024-04,Kuwait,Dinar,KWD,0.3904
2024-04,Kyrgyz Republic,Som,KGS,113.6169
2024-04,Lao People's Dem Rep,Kip,LAK,26595.3264
2024-04,Lebanon,Pound,LBP,114173.8104
2024-04,Lesotho,Loti,LSL,23.9912
2024-04,Liberia,Dollar,LRD,244.7535
2024-04,Libya,Dinar,LYD,6.1190
2024-04,Macao,Pataca,MOP,10.2285
2024-04,Macedonia,Denar,MKD,72.0780
2024-04,Madagascar,Malagasy Ariary,MGA,5697.3210
2024-04,Malawi,Kwacha,MWK,2135.8325
2024-04,Malaysia,Ringgit,MYR,6.0148
2024-04,Maldive Islands,Rufiyaa,MVR,19.5603
