month,country_or_territory,currency,code,rate
2021-11,Hungary,Forint,HUF,429.5500
2021-11,Iceland,Krona,ISK,177.9100
2021-11,India,Rupee,INR,103.4400
2021-11,Indonesia,Rupiah,IDR,19448.1000
2021-11,Iraq,Dinar,IQD,2016.9900
2021-11,Israel,Shekel,ILS,4.4389
2021-11,Jamaica,Dollar,JMD,208.9200
2021-11,Japan,Yen,JPY,157.9200
2021-11,Jordan,Dinar,JOD,0.9795
2021-11,Kazakhstan,Tenge,KZT,589.2700
2021-11,Kenya,Schilling,KES,153.4100
2021-11,Kuwait,Dinar,KWD,0.4165
2021-11,Kyrgyz Republic,Som,KGS,117.1400
2021-11,Lao People's Dem Rep,Kip,LAK,14011.1900
2021-11,Lebanon,Pound,LBP,2093.1600
2021-11,Lesotho,Loti,LSL,19.9600
2021-11,Liberia,Dollar (US),USD,1.3815
2021-11,Libya,Dinar,LYD,6.2720
2021-11,Macao,Pataca,MOP,11.0600
2021-11,Macedonia,Denar,MKD,73.0400
2021-11,Madagascar,Malagasy Ariary,MGA,5477.6500
2021-11,Malawi,Kwacha,MWK,1128.0100
2021-11,Malaysia,Ringgit,MYR,5.7491
2021-11,Maldive Islands,Rufiyaa,MVR,21.3500
2021-11,Mali Republic,CFA Franc,XOF,778.0200
2021-11,Mauritania,Ouguiya,MRU,59.3100
2021-11,Mauritius,Rupee,MUR,58.8500
2021-11,Mexico,Mexican Peso,MXN,27.8800
2021-11,Moldova,Leu,MDL,24.0600
2021-11,Mongolia,Tugrik,MNT,3942.8000
2021-11,Montserrat,E Caribbean Dollar,XCD,3.7301
2021-11,Morocco,Dirham,MAD,12.5100
2021-11,Mozambique,Metical,MZN,88.1800
2021-11,Myanmar,Kyat,MMK,2597.0700
2021-11,Nepal,Rupee,NPR,165.5000
2021-11,New Caledonia,CFP Franc,XPF,141.5300
2021-11,New Zealand,Dollar,NZD,1.9189
2021-11,Nicaragua,Gold Cordoba,NIO,48.6900
2021-11,Niger Republic,CFA Franc,XOF,778.0200
2021-11,Nigeria,Naira,NGN,571.5900
2021-11,Norway,Norwegian Krone,NOK,11.5400
2021-11,Oman,Rial,OMR,0.5319
2021-11,Pakistan,Rupee,PKR,239.3400
2021-11,Panama,Balboa,PAB,1.3815
2021-11,Papua New Guinea,Kina,PGK,4.8418
2021-11,Paraguay,Guarani,PYG,9560.4600
2021-11,Peru,New Sol,PEN,5.4445
2021-11,Philippines,Peso,PHP,70.1665
2021-11,Poland,Zloty,PLN,5.4405
2021-11,Qatar,Riyal,QAR,5.0315
2021-11,Romania,New Leu,RON,5.8665
2021-11,Russia,Rouble,RUB,97.9300
2021-11,Rwanda,Franc,RWF,1394.4900
2021-11,Saotome & Principe,Dobra,STD,29247.7000
2021-11,Saudi Arabia,Riyal,SAR,5.1819
2021-11,Senegal,CFA Franc,XOF,778.0200
2021-11,Serbia,Dinar,RSD,139.4300
2021-11,Seychelles,Rupee,SCR,20.2600
2021-11,Sierra Leone,Leone,SLL,14660.4900
2021-11,Singapore,Dollar,SGD,1.8557
2021-11,Soloman Islands,Dollar,SBD,11.1200
2021-11,Somali Republic,Schilling,SOS,809.5600
2021-11,South Africa,Rand,ZAR,19.9600
2021-11,South Korea,Won,KRW,1622.2200
2021-11,Sri Lanka,Rupee,LKR,276.9800
2021-11,St Christopher & Anguilla,E Caribbean Dollar,XCD,3.7301
2021-11,St Lucia,E Caribbean Dollar,XCD,3.7301
2021-11,St Vincent,E Caribbean Dollar,XCD,3.7301
2021-11,Sudan Republic,Pound,SDG,607.1700
2021-11,Surinam,Dollar,SRD,29.5500
2021-11,Swaziland,Lilangeni,SZL,19.9600
2021-11,Sweden,Krona,SEK,11.8600
2021-11,Switzerland,Franc,CHF,1.2706
2021-11,Taiwan,Dollar,TWD,38.5500
2021-11,Tanzania,Schilling,TZS,3187.1200
2021-11,Thailand,Baht,THB,46.0662
2021-11,Togo Republic,CFA Franc,XOF,778.0200
2021-11,Tonga Islands,Pa'anga (AUS),TOP,1.8394
2021-11,Trinidad/Tobago,Dollar,TTD,9.3441
2021-11,Tunisia,Dinar,TND,3.8887
2021-11,Turkey,Turkish  Lira,TRY,12.7700
2021-11,Turkmenistan,New Manat,TMT,4.8422
2021-11,UAE,Dirham,AED,5.0745
2021-11,USA,Dollar,USD,1.3815
2021-11,Uganda,Schilling,UGX,4980.3100
2021-11,Ukraine,Hryvnia,UAH,36.1800
2021-11,Uruguay,Peso,UYU,60.5300
2021-11,Uzbekistan,Sum,UZS,14757.2200
2021-11,Vanuatu,Vatu,VUV,153.9000
2021-11,Vietnam,Dong,VND,31437.5400
2021-11,Wallis & Futuna Islands,CFP Franc,XPF,141.5300
2021-11,Western Samoa,Tala,WST,3.5197
2021-11,Yemen (Rep of),Rial,YER,345.7200
2021-11,Zambia,Kwacha,ZMW,23.5600
2021-11,Zimbabwe,Dollar,ZWL,499.9600
2021-12,Abu Dhabi,Dirham,AED,4.9456
2021-12,Albania,Lek,ALL,144.9100
2021-12,Algeria,Dinar,DZD,186.1000
2021-12,Angola,Readj Kwanza,AOA,809.0700
2021-12,Antigua,E Caribbean Dollar,XCD,3.6354
2021-12,Argentina,Peso,ARS,135.1500
2021-12,Armenia,Dram,AMD,642.6200
2021-12,Aruba,Florin,AWG,2.4102
2021-12,Australia,Dollar,AUD,1.8507
2021-12,Azerbaijan,New Manat,AZN,2.2876
2021-12,Bahamas,Dollar,BSD,1.3465
2021-12,Bahrain,Dinar,BHD,0.5077
2021-12,Bangladesh,Taka,BDT,115.4500
2021-12,Barbados,Dollar,BBD,2.6929
2021-12,Belarus,Rouble,BYN,3.3422
2021-12,Belize,Dollar,BZD,2.6929
2021-12,Benin,CFA Franc,XOF,781.0500
2021-12,Bermuda,Dollar (US),BMD,1.3465
2021-12,Bhutan,Ngultrum,BTN,100.0000
2021-12,Bolivia,Boliviano,BOB,9.3040
2021-12,Bosnia- Herzegovinia,Marka,BAM,2.3288
2021-12,Botswana,Pula,BWP,15.5800
2021-12,Brazil,Real,BRL,7.4069
2021-12,Brunei,Dollar,BND,1.8282
2021-12,Bulgaria,Lev,BGN,2.3290
2021-12,Burkina Faso,CFA Franc,XOF,781.0500
2021-12,Burundi,Franc,BIF,2680.7200
2021-12,Cambodia,Riel,KHR,5486.8100
2021-12,Cameroon Republic,CFA Franc,XAF,781.0500
2021-12,Canada,Dollar,CAD,1.6958
2021-12,Cape Verde Islands,Escudo,CVE,131.4800
2021-12,Cayman Islands,Dollar,KYD,1.1041
2021-12,Central African Republic,CFA Franc,XAF,781.0500
2021-12,Chad,CFA Franc,XAF,781.0500
2021-12,Chile,Peso,CLP,1108.0100
2021-12,China,Yuan,CNY,8.5932
2021-12,Colombia,Peso,COP,5261.2800
2021-12,Comoros,Franc,KMF,585.7900
2021-12,Congo (Brazaville),CFA Franc,XAF,781.0500
2021-12,Congo (DemRep),Congo Fr,CDF,2698.3000
2021-12,Costa Rica,Colon,CRC,859.4700
2021-12,Cote d'Ivoire,CFA Franc,XOF,781.0500
2021-12,Croatia,Kuna,HRK,8.9443
2021-12,Cuba,Peso,CUP,1.3465
2021-12,Czech Republic,Koruna,CZK,30.0200
2021-12,Denmark,Krone,DKK,8.8543
2021-12,Djibouti,Franc,DJF,239.2900
2021-12,Dominica,E Caribbean Dollar,XCD,3.6354
2021-12,Dominican Republic,Peso,DOP,76.1600
2021-12,Dubai,Dirham,AED,4.9456
2021-12,Ecuador,Dollar,ECS,1.3465
2021-12,Egypt,Pound,EGP,21.1600
2021-12,El Salvador,Colon,SVC,11.8000
2021-12,Equatorial Guinea,CFA Franc,XAF,781.0500
2021-12,Eritrea,Nakfa,ERN,20.1900
2021-12,Ethiopia,Birr,ETB,64.7500
2021-12,Eurozone,Euro,EUR,1.1907
2021-12,Fiji Islands,Dollar,FJD,2.8306
2021-12,Fr. Polynesia,CFP Franc,XPF,142.0800
2021-12,Gabon,CFA Franc,XAF,781.0500
2021-12,Gambia,Dalasi,GMD,70.8900
2021-12,Georgia,Lari,GEL,4.2211
2021-12,Ghana,Cedi,GHS,8.2403
2021-12,Grenada,E Caribbean Dollar,XCD,3.6354
2021-12,Guatemala,Quetzal,GTQ,10.4100
2021-12,Guinea Bissau,CFA Franc,XOF,781.0500
2021-12,Guinea Republic,Franc,GNF,12757.6800
2021-12,Guyana,Dollar,GYD,282.3500
2021-12,Haiti,Gourde,HTG,133.0000
2021-12,Honduras,Lempira,HNL,32.5200
2021-12,Hong Kong,Dollar,HKD,10.4800
2021-12,Hungary,Forint,HUF,433.5900
2021-12,Iceland,Krona,ISK,177.8900
2021-12,India,Rupee,INR,100.0000
2021-12,Indonesia,Rupiah,IDR,19176.9200
2021-12,Iraq,Dinar,IQD,1965.8200
2021-12,Israel,Shekel,ILS,4.1424
2021-12,Jamaica,Dollar,JMD,209.0900
2021-12,Japan,Yen,JPY,154.2200
2021-12,Jordan,Dinar,JOD,0.9546
2021-12,Kazakhstan,Tenge,KZT,583.2700
2021-12,Kenya,Schilling,KES,150.8000
2021-12,Kuwait,Dinar,KWD,0.4074
2021-12,Kyrgyz Republic,Som,KGS,114.1600
2021-12,Lao People's Dem Rep,Kip,LAK,14326.3000
2021-12,Lebanon,Pound,LBP,2038.7900
2021-12,Lesotho,Loti,LSL,20.8600
2021-12,Liberia,Dollar (US),USD,1.3465
2021-12,Libya,Dinar,LYD,6.1802
2021-12,Macao,Pataca,MOP,10.8000
2021-12,Macedonia,Denar,MKD,73.3200
2021-12,Madagascar,Malagasy Ariary,MGA,5364.2800
2021-12,Malawi,Kwacha,MWK,1099.1900
2021-12,Malaysia,Ringgit,MYR,5.6268
2021-12,Maldive Islands,Rufiyaa,MVR,20.8000
2021-12,Mali Republic,CFA Franc,XOF,781.0500
2021-12,Mauritania,Ouguiya,MRU,48.1000
2021-12,Mauritius,Rupee,MUR,58.3600
2021-12,Mexico,Mexican Peso,MXN,27.8800
2021-12,Moldova,Leu,MDL,23.6500
2021-12,Mongolia,Tugrik,MNT,3846.1500
2021-12,Montserrat,E Caribbean Dollar,XCD,3.6354
2021-12,Morocco,Dirham,MAD,12.4100
2021-12,Mozambique,Metical,MZN,85.9400
2021-12,Myanmar,Kyat,MMK,2387.3300
2021-12,Nepal,Rupee,NPR,160.0000
2021-12,New Caledonia,CFP Franc,XPF,142.0800
2021-12,New Zealand,Dollar,NZD,1.9231
2021-12,Nicaragua,Gold Cordoba,NIO,47.4100
2021-12,Niger Republic,CFA Franc,XOF,781.0500
2021-12,Nigeria,Naira,NGN,557.0900
2021-12,Norway,Norwegian Krone,NOK,11.7600
2021-12,Oman,Rial,OMR,0.5178
2021-12,Pakistan,Rupee,PKR,233.9400
2021-12,Panama,Balboa,PAB,1.3465
2021-12,Papua New Guinea,Kina,PGK,4.7277
2021-12,Paraguay,Guarani,PYG,9216.5400
2021-12,Peru,New Sol,PEN,5.3852
2021-12,Philippines,Peso,PHP,67.8300
2021-12,Poland,Zloty,PLN,5.5441
2021-12,Qatar,Riyal,QAR,4.9033
2021-12,Romania,New Leu,RON,5.8934
2021-12,Russia,Rouble,RUB,97.5200
2021-12,Rwanda,Franc,RWF,1362.8800
2021-12,Saotome & Principe,Dobra,STD,29756.7000
2021-12,Saudi Arabia,Riyal,SAR,5.0504
2021-12,Senegal,CFA Franc,XOF,781.0500
2021-12,Serbia,Dinar,RSD,140.0100
2021-12,Seychelles,Rupee,SCR,19.5700
2021-12,Sierra Leone,Leone,SLL,14736.1100
2021-12,Singapore,Dollar,SGD,1.8282
2021-12,Soloman Islands,Dollar,SBD,10.8300
2021-12,Somali Republic,Schilling,SOS,789.0200
2021-12,South Africa,Rand,ZAR,20.8600
2021-12,South Korea,Won,KRW,1592.1800
2021-12,Sri Lanka,Rupee,LKR,271.9800
2021-12,St Christopher & Anguilla,E Caribbean Dollar,XCD,3.6354
2021-12,St Lucia,E Caribbean Dollar,XCD,3.6354
2021-12,St Vincent,E Caribbean Dollar,XCD,3.6354
2021-12,Sudan Republic,Pound,SDG,590.4200
2021-12,Surinam,Dollar,SRD,28.9300
2021-12,Swaziland,Lilangeni,SZL,20.8600
2021-12,Sweden,Krona,SEK,11.9300
2021-12,Switzerland,Franc,CHF,1.2516
2021-12,Taiwan,Dollar,TWD,37.4400
2021-12,Tanzania,Schilling,TZS,3099.5400
2021-12,Thailand,Baht,THB,44.0300
2021-12,Togo Republic,CFA Franc,XOF,781.0500
2021-12,Tonga Islands,Pa'anga (AUS),TOP,1.8507
2021-12,Trinidad/Tobago,Dollar,TTD,9.0659
2021-12,Tunisia,Dinar,TND,3.8832
2021-12,Turkey,Turkish  Lira,TRY,14.2800
2021-12,Turkmenistan,New Manat,TMT,4.7261
2021-12,UAE,Dirham,AED,4.9456
2021-12,USA,Dollar,USD,1.3465
2021-12,Uganda,Schilling,UGX,4778.5700
2021-12,Ukraine,Hryvnia,UAH,35.6200
2021-12,Uruguay,Peso,UYU,59.2900
2021-12,Uzbekistan,Sum,UZS,14481.5000
2021-12,Vanuatu,Vatu,VUV,150.9700
2021-12,Vietnam,Dong,VND,30501.2800
2021-12,Wallis & Futuna Islands,CFP Franc,XPF,142.0800
2021-12,Western Samoa,Tala,WST,3.4622
2021-12,Yemen (Rep of),Rial,YER,337.9600
2021-12,Zambia,Kwacha,ZMW,23.6600
2021-12,Zimbabwe,Dollar,ZWL,487.2800
2022-01,Abu Dhabi,Dirham,AED,4.8542
2022-01,Albania,Lek,ALL,141.8877
2022-01,Algeria,Dinar,DZD,183.8930
2022-01,Angola,Readj Kwanza,AOA,754.6354
2022-01,Antigua,E Caribbean Dollar,XCD,3.5682
2022-01,Argentina,Peso,ARS,134.5667
2022-01,Armenia,Dram,AMD,637.0112
2022-01,Aruba,Florin,AWG,2.3656
2022-01,Australia,Dollar,AUD,1.8552
2022-01,Azerbaijan,New Manat,AZN,2.2453
2022-01,Bahamas,Dollar,BSD,1.3215
2022-01,Bahrain,Dinar,BHD,0.4983
2022-01,Bangladesh,Taka,BDT,113.3225
2022-01,Barbados,Dollar,BBD,2.6431
2022-01,Belarus,Rouble,BYN,3.3257
2022-01,Belize,Dollar,BZD,2.6431
2022-01,Benin,CFA Franc,XOF,770.4544
2022-01,Bermuda,Dollar (US),BMD,1.3215
2022-01,Bhutan,Ngultrum,BTN,100.7447
2022-01,Bolivia,Boliviano,BOB,9.1319
2022-01,Bosnia- Herzegovinia,Marka,BAM,2.2972
2022-01,Botswana,Pula,BWP,15.6027
2022-01,Brazil,Real,BRL,7.5669
2022-01,Brunei,Dollar,BND,1.8095
2022-01,Bulgaria,Lev,BGN,2.2972
2022-01,Burkina Faso,CFA Franc,XOF,770.4544
2022-01,Burundi,Franc,BIF,2634.4012
2022-01,Cambodia,Riel,KHR,5378.6888
2022-01,Cameroon Republic,CFA Franc,XAF,770.4544
2022-01,Canada,Dollar,CAD,1.7066
2022-01,Cape Verde Islands,Escudo,CVE,130.0070
2022-01,Cayman Islands,Dollar,KYD,1.0837
2022-01,Central African Republic,CFA Franc,XAF,770.4544
2022-01,Chad,CFA Franc,XAF,770.4544
2022-01,Chile,Peso,CLP,1122.3884
2022-01,China,Yuan,CNY,8.4293
2022-01,Colombia,Peso,COP,5254.4659
2022-01,Comoros,Franc,KMF,577.8409
2022-01,Congo (Brazaville),CFA Franc,XAF,770.4544
2022-01,Congo (DemRep),Congo Fr,CDF,2632.6507
2022-01,Costa Rica,Colon,CRC,844.7978
2022-01,Cote d'Ivoire,CFA Franc,XOF,770.4544
2022-01,Croatia,Kuna,HRK,8.8320
2022-01,Cuba,Peso,CUP,1.3215
2022-01,Czech Republic,Koruna,CZK,29.6469
2022-01,Denmark,Krone,DKK,8.7341
2022-01,Djibouti,Franc,DJF,234.8650
2022-01,Dominica,E Caribbean Dollar,XCD,3.5682
2022-01,Dominican Republic,Peso,DOP,74.9052
2022-01,Dubai,Dirham,AED,4.8542
2022-01,Ecuador,Dollar,ECS,1.3215
2022-01,Egypt,Pound,EGP,20.7994
2022-01,El Salvador,Colon,SVC,11.5631
2022-01,Equatorial Guinea,CFA Franc,XAF,770.4544
2022-01,Eritrea,Nakfa,ERN,19.8232
2022-01,Ethiopia,Birr,ETB,64.4569
2022-01,Eurozone,Euro,EUR,1.1745
2022-01,Fiji Islands,Dollar,FJD,2.8252
2022-01,Fr. Polynesia,CFP Franc,XPF,140.1610
2022-01,Gabon,CFA Franc,XAF,770.4544
2022-01,Gambia,Dalasi,GMD,69.8437
2022-01,Georgia,Lari,GEL,4.0902
2022-01,Ghana,Cedi,GHS,8.1473
2022-01,Grenada,E Caribbean Dollar,XCD,3.5682
2022-01,Guatemala,Quetzal,GTQ,10.2085
2022-01,Guinea Bissau,CFA Franc,XOF,770.4544
2022-01,Guinea Republic,Franc,GNF,12488.6041
2022-01,Guyana,Dollar,GYD,276.4870
2022-01,Haiti,Gourde,HTG,131.9723
2022-01,Honduras,Lempira,HNL,32.1202
2022-01,Hong Kong,Dollar,HKD,10.3108
2022-01,Hungary,Forint,HUF,434.7246
2022-01,Iceland,Krona,ISK,172.6599
2022-01,India,Rupee,INR,100.7447
2022-01,Indonesia,Rupiah,IDR,18941.0800
2022-01,Iraq,Dinar,IQD,1929.4559
2022-01,Israel,Shekel,ILS,4.1478
2022-01,Jamaica,Dollar,JMD,203.8307
2022-01,Japan,Yen,JPY,150.4381
2022-01,Jordan,Dinar,JOD,0.9370
2022-01,Kazakhstan,Tenge,KZT,578.5064
2022-01,Kenya,Schilling,KES,149.2024
2022-01,Kuwait,Dinar,KWD,0.4006
2022-01,Kyrgyz Republic,Som,KGS,112.0579
2022-01,Lao People's Dem Rep,Kip,LAK,14616.2894
2022-01,Lebanon,Pound,LBP,2001.8701
2022-01,Lesotho,Loti,LSL,21.3809
2022-01,Liberia,Dollar (US),USD,1.3215
2022-01,Libya,Dinar,LYD,6.0923
2022-01,Macao,Pataca,MOP,10.6202
2022-01,Macedonia,Denar,MKD,72.3216
2022-01,Madagascar,Malagasy Ariary,MGA,5251.4913
2022-01,Malawi,Kwacha,MWK,1081.5592
2022-01,Malaysia,Ringgit,MYR,5.5901
2022-01,Maldive Islands,Rufiyaa,MVR,20.4311
2022-01,Mali Republic,CFA Franc,XOF,770.4544
2022-01,Mauritania,Ouguiya,MRU,47.2188
2022-01,Mauritius,Rupee,MUR,57.5533
2022-01,Mexico,Mexican Peso,MXN,28.0752
2022-01,Moldova,Leu,MDL,23.3808
2022-01,Mongolia,Tugrik,MNT,3793.4957
2022-01,Montserrat,E Caribbean Dollar,XCD,3.5682
2022-01,Morocco,Dirham,MAD,12.2651
2022-01,Mozambique,Metical,MZN,84.3542
2022-01,Myanmar,Kyat,MMK,2352.3610
2022-01,Nepal,Rupee,NPR,161.1915
2022-01,New Caledonia,CFP Franc,XPF,140.1610
2022-01,New Zealand,Dollar,NZD,1.9632
2022-01,Nicaragua,Gold Cordoba,NIO,46.7893
2022-01,Niger Republic,CFA Franc,XOF,770.4544
2022-01,Nigeria,Naira,NGN,546.7893
2022-01,Norway,Norwegian Krone,NOK,12.0350
2022-01,Oman,Rial,OMR,0.5088
2022-01,Pakistan,Rupee,PKR,235.1690
2022-01,Panama,Balboa,PAB,1.3215
2022-01,Papua New Guinea,Kina,PGK,4.6402
2022-01,Paraguay,Guarani,PYG,8981.4739
2022-01,Peru,New Sol,PEN,5.3607
2022-01,Philippines,Peso,PHP,66.4539
2022-01,Poland,Zloty,PLN,5.4312
2022-01,Qatar,Riyal,QAR,4.8117
2022-01,Romania,New Leu,RON,5.8137
2022-01,Russia,Rouble,RUB,97.9166
2022-01,Rwanda,Franc,RWF,1346.6546
2022-01,Saotome & Principe,Dobra,STD,29338.3000
2022-01,Saudi Arabia,Riyal,SAR,4.9579
2022-01,Senegal,CFA Franc,XOF,770.4544
2022-01,Serbia,Dinar,RSD,138.0420
2022-01,Seychelles,Rupee,SCR,19.4085
2022-01,Sierra Leone,Leone,SLL,14953.4275
2022-01,Singapore,Dollar,SGD,1.8095
2022-01,Soloman Islands,Dollar,SBD,10.6405
2022-01,Somali Republic,Schilling,SOS,773.1039
2022-01,South Africa,Rand,ZAR,21.3809
2022-01,South Korea,Won,KRW,1566.6259
2022-01,Sri Lanka,Rupee,LKR,266.9521
2022-01,St Christopher & Anguilla,E Caribbean Dollar,XCD,3.5682
2022-01,St Lucia,E Caribbean Dollar,XCD,3.5682
2022-01,St Vincent,E Caribbean Dollar,XCD,3.5682
2022-01,Sudan Republic,Pound,SDG,578.1760
2022-01,Surinam,Dollar,SRD,28.4707
2022-01,Swaziland,Lilangeni,SZL,21.3809
2022-01,Sweden,Krona,SEK,12.0591
2022-01,Switzerland,Franc,CHF,1.2241
2022-01,Taiwan,Dollar,TWD,36.7350
2022-01,Tanzania,Schilling,TZS,3046.1625
2022-01,Thailand,Baht,THB,44.1594
2022-01,Togo Republic,CFA Franc,XOF,770.4544
2022-01,Tonga Islands,Pa'anga (AUS),TOP,1.8552
2022-01,Trinidad/Tobago,Dollar,TTD,8.9350
2022-01,Tunisia,Dinar,TND,3.8195
2022-01,Turkey,Turkish  Lira,TRY,19.5196
2022-01,Turkmenistan,New Manat,TMT,4.6254
2022-01,UAE,Dirham,AED,4.8542
2022-01,USA,Dollar,USD,1.3215
2022-01,Uganda,Schilling,UGX,4711.3098
2022-01,Ukraine,Hryvnia,UAH,35.9331
2022-01,Uruguay,Peso,UYU,58.4387
2022-01,Uzbekistan,Sum,UZS,14312.5401
2022-01,Vanuatu,Vatu,VUV,151.0196
2022-01,Vietnam,Dong,VND,30441.8637
2022-01,Wallis & Futuna Islands,CFP Franc,XPF,140.1610
2022-01,Western Samoa,Tala,WST,3.4686
2022-01,Yemen (Rep of),Rial,YER,330.5977
2022-01,Zambia,Kwacha,ZMW,21.6073
2022-01,Zimbabwe,Dollar,ZWL,478.2672
2022-02,Abu Dhabi,Dirham,AED,5.0060
2022-02,Albania,Lek,ALL,146.3413
2022-02,Algeria,Dinar,DZD,190.4456
2022-02,Angola,Readj Kwanza,AOA,737.1854
2022-02,Antigua,E Caribbean Dollar,XCD,3.6798
2022-02,Argentina,Peso,ARS,142.0747
2022-02,Armenia,Dram,AMD,655.2144
2022-02,Aruba,Florin,AWG,2.4396
2022-02,Australia,Dollar,AUD,1.8874
2022-02,Azerbaijan,New Manat,AZN,2.3156
2022-02,Bahamas,Dollar,BSD,1.3629
2022-02,Bahrain,Dinar,BHD,0.5137
2022-02,Bangladesh,Taka,BDT,117.2093
2022-02,Barbados,Dollar,BBD,2.7258
2022-02,Belarus,Rouble,BYN,3.5265
2022-02,Belize,Dollar,BZD,2.7258
2022-02,Benin,CFA Franc,XOF,788.0152
2022-02,Bermuda,Dollar (US),BMD,1.3629
2022-02,Bhutan,Ngultrum,BTN,101.4525
2022-02,Bolivia,Boliviano,BOB,9.4176
2022-02,Bosnia- Herzegovinia,Marka,BAM,2.3496
2022-02,Botswana,Pula,BWP,15.7470
2022-02,Brazil,Real,BRL,7.4609
2022-02,Brunei,Dollar,BND,1.8364
2022-02,Bulgaria,Lev,BGN,2.3495
2022-02,Burkina Faso,CFA Franc,XOF,788.0152
2022-02,Burundi,Franc,BIF,2733.9764
2022-02,Cambodia,Riel,KHR,5550.4068
2022-02,Cameroon Republic,CFA Franc,XAF,788.0152
2022-02,Canada,Dollar,CAD,1.7057
2022-02,Cape Verde Islands,Escudo,CVE,133.0190
2022-02,Cayman Islands,Dollar,KYD,1.1176
2022-02,Central African Republic,CFA Franc,XAF,788.0152
2022-02,Chad,CFA Franc,XAF,788.0152
2022-02,Chile,Peso,CLP,1105.6520
2022-02,China,Yuan,CNY,8.6574
2022-02,Colombia,Peso,COP,5450.2417
2022-02,Comoros,Franc,KMF,591.0114
2022-02,Congo (Brazaville),CFA Franc,XAF,788.0152
2022-02,Congo (DemRep),Congo Fr,CDF,2731.2502
2022-02,Costa Rica,Colon,CRC,861.9997
2022-02,Cote d'Ivoire,CFA Franc,XOF,788.0152
2022-02,Croatia,Kuna,HRK,9.0385
2022-02,Cuba,Peso,CUP,1.3629
2022-02,Czech Republic,Koruna,CZK,29.1621
2022-02,Denmark,Krone,DKK,8.9408
2022-02,Djibouti,Franc,DJF,242.2144
2022-02,Dominica,E Caribbean Dollar,XCD,3.6798
2022-02,Dominican Republic,Peso,DOP,78.5848
2022-02,Dubai,Dirham,AED,5.0060
2022-02,Ecuador,Dollar,ECS,1.3629
2022-02,Egypt,Pound,EGP,21.4122
2022-02,El Salvador,Colon,SVC,11.9268
2022-02,Equatorial Guinea,CFA Franc,XAF,788.0152
2022-02,Eritrea,Nakfa,ERN,20.4435
2022-02,Ethiopia,Birr,ETB,67.7640
2022-02,Eurozone,Euro,EUR,1.2013
2022-02,Fiji Islands,Dollar,FJD,2.8977
2022-02,Fr. Polynesia,CFP Franc,XPF,143.3557
2022-02,Gabon,CFA Franc,XAF,788.0152
2022-02,Gambia,Dalasi,GMD,72.7107
2022-02,Georgia,Lari,GEL,4.1977
2022-02,Ghana,Cedi,GHS,8.5454
2022-02,Grenada,E Caribbean Dollar,XCD,3.6798
2022-02,Guatemala,Quetzal,GTQ,10.4938
2022-02,Guinea Bissau,CFA Franc,XOF,788.0152
2022-02,Guinea Republic,Franc,GNF,12348.5603
2022-02,Guyana,Dollar,GYD,285.2520
2022-02,Haiti,Gourde,HTG,137.7046
2022-02,Honduras,Lempira,HNL,33.5333
2022-02,Hong Kong,Dollar,HKD,10.6186
2022-02,Hungary,Forint,HUF,427.2380
2022-02,Iceland,Krona,ISK,174.4375
2022-02,India,Rupee,INR,101.4525
2022-02,Indonesia,Rupiah,IDR,19574.6430
2022-02,Iraq,Dinar,IQD,1989.8328
2022-02,Israel,Shekel,ILS,4.2773
2022-02,Jamaica,Dollar,JMD,211.3421
2022-02,Japan,Yen,JPY,155.8339
2022-02,Jordan,Dinar,JOD,0.9663
2022-02,Kazakhstan,Tenge,KZT,595.1099
2022-02,Kenya,Schilling,KES,154.6209
2022-02,Kuwait,Dinar,KWD,0.4120
2022-02,Kyrgyz Republic,Som,KGS,115.5707
2022-02,Lao People's Dem Rep,Kip,LAK,15387.1315
2022-02,Lebanon,Pound,LBP,2060.9765
2022-02,Lesotho,Loti,LSL,20.8626
2022-02,Liberia,Dollar (US),USD,1.3629
2022-02,Libya,Dinar,LYD,6.2353
2022-02,Macao,Pataca,MOP,10.9371
2022-02,Macedonia,Denar,MKD,73.9714
2022-02,Madagascar,Malagasy Ariary,MGA,5438.9919
2022-02,Malawi,Kwacha,MWK,1112.6710
2022-02,Malaysia,Ringgit,MYR,5.7146
2022-02,Maldive Islands,Rufiyaa,MVR,21.0704
2022-02,Mali Republic,CFA Franc,XOF,788.0152
2022-02,Mauritania,Ouguiya,MRU,48.6963
2022-02,Mauritius,Rupee,MUR,59.6950
2022-02,Mexico,Mexican Peso,MXN,27.8962
2022-02,Moldova,Leu,MDL,24.6003
2022-02,Mongolia,Tugrik,MNT,3901.3002
2022-02,Montserrat,E Caribbean Dollar,XCD,3.6798
2022-02,Morocco,Dirham,MAD,12.6352
2022-02,Mozambique,Metical,MZN,87.0211
2022-02,Myanmar,Kyat,MMK,2423.4273
2022-02,Nepal,Rupee,NPR,162.3240
2022-02,New Caledonia,CFP Franc,XPF,143.3557
2022-02,New Zealand,Dollar,NZD,2.0071
2022-02,Nicaragua,Gold Cordoba,NIO,48.3216
2022-02,Niger Republic,CFA Franc,XOF,788.0152
2022-02,Nigeria,Naira,NGN,566.6253
2022-02,Norway,Norwegian Krone,NOK,11.9617
2022-02,Oman,Rial,OMR,0.5247
2022-02,Pakistan,Rupee,PKR,240.1428
2022-02,Panama,Balboa,PAB,1.3629
2022-02,Papua New Guinea,Kina,PGK,4.7864
2022-02,Paraguay,Guarani,PYG,9503.1289
